id,url,name,type,season,number,airdate,airtime,runtime,rating,summary,medium_image_link,original_image_link
1371,https://www.tvmaze.com/shows/1371/westworld,Westworld,Scripted,1,1,2016-10-02,21:00,60,8.2,"Westworld is a dark odyssey about the dawn of artificial consciousness and the evolution of sin. Set at the intersection of the near future and the reimagined past, it explores a world in which every human appetite, no matter how noble or depraved, can be indulged.",https://static.tvmaze.com/uploads/images/medium_portrait/445/1113927.jpg,https://static.tvmaze.com/uploads/images/original_untouched/445/1113927.jpg
